label,brightness,contrast,edge_density,width,height,aspect_ratio
sunflowers,98.00907573784723,50.81228495323705,0.5244140625,320,200,1.6
sunflowers,99.51060774739582,45.2827788446556,0.3633897569444444,500,266,1.8796992481203008
sunflowers,93.07098773871527,66.28976508588714,0.4982638888888889,500,335,1.492537313432836
sunflowers,122.74094769965278,43.719598568931474,0.6609157986111112,320,240,1.3333333333333333
sunflowers,110.32835590277777,60.23806265767034,0.4901258680555556,229,240,0.9541666666666668
sunflowers,115.9639015842014,48.407281156685436,0.3978949652777778,320,200,1.6
sunflowers,101.32516634114582,57.075031513763456,0.6950954861111112,240,240,1.0
sunflowers,116.4184357638889,59.72008670014892,0.7194010416666666,207,240,0.8625
sunflowers,5.7337628038194435,23.094144328790886,0.08843315972222222,500,332,1.5060240963855422
sunflowers,79.01054318576388,55.78731289801037,0.5706380208333334,168,240,0.7
sunflowers,122.88143446180554,56.547421775466645,0.6104600694444444,320,252,1.2698412698412698
sunflowers,76.77765180121527,37.87211646704938,0.2976345486111111,320,213,1.5023474178403755
sunflowers,133.79065657552084,65.82943002304081,0.6325954861111112,500,333,1.5015015015015014
sunflowers,100.5176794704861,42.077164841689466,0.3515625,500,334,1.497005988023952
sunflowers,98.26763118489583,49.45273845418023,0.7083333333333334,500,318,1.572327044025157
sunflowers,146.18051041666664,73.54102212458713,0.5116102430555556,159,240,0.6625
sunflowers,138.55779774305554,41.93034070078565,0.2510850694444444,320,228,1.4035087719298245
sunflowers,143.25141059027777,57.74377280874133,0.4249131944444444,159,240,0.6625
sunflowers,88.4854052734375,33.26050249363421,0.3764105902777778,320,243,1.316872427983539
sunflowers,112.56030349392361,42.31981422250935,0.5554470486111112,320,213,1.5023474178403755
sunflowers,138.52748318142363,39.29421049284777,0.283203125,500,332,1.5060240963855422
sunflowers,105.90754513888888,53.59000314342647,0.6905381944444444,180,240,0.75
tulips,97.39238823784723,58.02806967876258,0.4988064236111111,240,240,1.0
tulips,132.64380338541665,48.05613076182143,0.7077907986111112,320,213,1.5023474178403755
tulips,100.88915516493054,31.645754858746432,0.5047743055555556,500,333,1.5015015015015014
tulips,117.13814073350694,50.8833594034537,0.4802517361111111,500,376,1.3297872340425532
tulips,108.32372873263888,43.69203279454504,0.2723524305555556,240,240,1.0
tulips,84.44548057725694,55.02197976446135,0.7284071180555556,500,333,1.5015015015015014
tulips,73.33216059027778,57.83605295565,0.6127387152777778,500,394,1.269035532994924
tulips,95.92429296875,45.81597209014316,0.4731987847222222,320,240,1.3333333333333333
tulips,83.4208662109375,34.33935384013494,0.5341796875,500,333,1.5015015015015014
tulips,102.86148448350694,65.2988447744689,0.7371961805555556,240,240,1.0
tulips,90.82015245225695,44.22836837179561,0.7444661458333334,320,213,1.5023474178403755
tulips,88.11757834201389,39.623530444793076,0.24544270833333334,500,333,1.5015015015015014
tulips,87.3500021701389,51.83009691436166,0.2634548611111111,320,213,1.5023474178403755
tulips,139.96237196180556,47.86229789814084,0.14680989583333334,500,333,1.5015015015015014
tulips,123.77628114149304,68.04015120048156,0.3732638888888889,320,240,1.3333333333333333
tulips,157.11366840277776,68.54690345257545,0.5081380208333334,320,213,1.5023474178403755
tulips,86.22467838541667,47.4876768495507,0.3936631944444444,320,240,1.3333333333333333
tulips,75.58156043836806,35.519835185292095,0.5757378472222222,320,240,1.3333333333333333
tulips,57.292018771701386,64.87929369661637,0.3751085069444444,240,230,1.0434782608695652
tulips,97.06466341145833,55.55462251174137,0.6700303819444444,500,407,1.2285012285012284
tulips,96.9354548611111,52.41431906184539,0.7820095486111112,500,333,1.5015015015015014
tulips,111.75056705729168,18.667525244265406,0.10243055555555555,500,332,1.5060240963855422
tulips,96.69624023437501,35.567005176611175,0.4367404513888889,214,240,0.8916666666666667
tulips,82.21078407118054,61.27577458879349,0.5911458333333334,500,331,1.5105740181268883
tulips,128.50053971354166,31.611886994201143,0.1701388888888889,320,213,1.5023474178403755
tulips,119.89017317708334,54.060567895833366,0.7649739583333334,320,240,1.3333333333333333
tulips,46.44353266059027,59.48121114101032,0.3725043402777778,500,333,1.5015015015015014
tulips,157.39828016493053,43.45759278596953,0.4041883680555556,320,266,1.2030075187969924
tulips,90.41807595486111,47.5703008349569,0.6142578125,500,333,1.5015015015015014
tulips,110.8955290798611,49.481942778189016,0.751953125,320,240,1.3333333333333333
tulips,185.59635394965278,43.21344668108235,0.41796875,145,240,0.6041666666666666
tulips,90.57049273003473,59.6964448173571,0.6515842013888888,320,240,1.3333333333333333
tulips,127.5140593532986,50.4813933660685,0.7979600694444444,500,332,1.5060240963855422
tulips,40.236169704861105,44.533053009886444,0.3693576388888889,500,332,1.5060240963855422
tulips,13.693764756944445,37.30851850393038,0.16200086805555555,240,240,1.0
tulips,129.77629014756945,81.52579886629883,0.3221571180555556,320,240,1.3333333333333333
tulips,103.40456597222222,35.96969287133592,0.6085069444444444,500,333,1.5015015015015014
tulips,89.71060394965279,53.06718696186579,0.4291449652777778,320,239,1.338912133891213
tulips,129.41600108506944,49.145022854105086,0.3257378472222222,320,213,1.5023474178403755
tulips,92.99291612413195,44.04485129733161,0.6400824652777778,320,213,1.5023474178403755
tulips,78.67099696180556,67.40884744646313,0.6902126736111112,180,240,0.75
tulips,70.20673969184027,31.251822314003068,0.4421657986111111,240,159,1.509433962264151
tulips,134.4466585286458,85.91945712153245,0.5968967013888888,500,333,1.5015015015015014
tulips,126.50154123263889,50.300912695177985,0.4639756944444444,500,332,1.5060240963855422
tulips,106.67337879774306,42.86667900299147,0.8253038194444444,320,234,1.3675213675213675
tulips,106.14989832899306,55.10504567856301,0.5789930555555556,500,333,1.5015015015015014
tulips,104.11788650173611,41.362188560889514,0.5504557291666666,180,240,0.75
tulips,54.01942816840277,27.913727767799067,0.17957899305555555,500,333,1.5015015015015014
tulips,102.32915418836804,52.328710423324324,0.1382378472222222,171,240,0.7125
tulips,45.20765538194444,51.3318476745448,0.3771701388888889,320,235,1.3617021276595744
tulips,120.72790549045138,49.12745330127984,0.5737847222222222,320,240,1.3333333333333333
tulips,62.26308116319444,36.25557163298033,0.4725477430555556,500,333,1.5015015015015014
tulips,78.96868782552082,44.98929561512594,0.5115017361111112,500,301,1.6611295681063123
tulips,88.0908017578125,35.00427094709799,0.10069444444444445,320,240,1.3333333333333333
tulips,75.27287424045137,50.51381047449215,0.6057942708333334,320,212,1.509433962264151
tulips,86.30913519965276,57.11636040557703,0.4006076388888889,234,240,0.975
tulips,128.7006516927083,43.42637976788245,0.5172526041666666,320,240,1.3333333333333333
tulips,106.02788541666666,41.51733332483281,0.5630425347222222,320,240,1.3333333333333333
tulips,114.46969943576389,53.35048827670858,0.8717447916666666,500,375,1.3333333333333333
tulips,60.45908875868055,54.33239367129584,0.4965277777777778,500,333,1.5015015015015014
tulips,102.25947884114582,48.36520153438394,0.4569227430555556,192,240,0.8
tulips,114.26248730468751,38.2026613888657,0.7398003472222222,320,212,1.509433962264151
tulips,86.1511286892361,46.00487629950581,0.7633463541666666,320,218,1.4678899082568808
tulips,93.71988389756945,55.817030171706655,0.5284288194444444,320,211,1.5165876777251184
tulips,68.51435937499998,22.7709656178915,0.3077256944444444,500,333,1.5015015015015014
tulips,92.97209320746528,52.99058441312314,0.7748480902777778,320,240,1.3333333333333333
tulips,121.12717491319444,48.13595767532123,0.5414496527777778,320,240,1.3333333333333333
tulips,95.60575195312501,51.44895730695596,0.4102647569444444,320,211,1.5165876777251184
tulips,185.6870031467014,74.23688385711783,0.4466145833333333,320,211,1.5165876777251184
tulips,122.71858062065972,65.57214446940586,0.5615234375,320,240,1.3333333333333333
tulips,124.11811002604165,23.367282702331305,0.0773654513888889,500,333,1.5015015015015014
tulips,96.56478298611111,62.05922971381874,0.4499782986111111,500,333,1.5015015015015014
tulips,102.62111675347221,53.674135645117516,0.6157769097222222,320,213,1.5023474178403755
tulips,106.87156781684027,48.03182633705901,0.8479817708333334,320,240,1.3333333333333333
tulips,116.76611577690973,52.88324186467152,0.7013888888888888,320,240,1.3333333333333333
tulips,129.20010753038196,45.67654910388657,0.2664930555555556,500,375,1.3333333333333333
tulips,107.81845920138888,60.629908657325586,0.5525173611111112,320,240,1.3333333333333333
tulips,99.71915863715277,65.19764023598006,0.4048394097222222,320,240,1.3333333333333333
tulips,88.54378515625,45.48188429021373,0.5534939236111112,320,213,1.5023474178403755
tulips,91.78929926215277,42.30376673267825,0.3781467013888889,500,333,1.5015015015015014
tulips,105.72812782118055,50.299560037019106,0.5402560763888888,500,316,1.5822784810126582
tulips,82.80694672309028,48.46020830738094,0.4587673611111111,159,240,0.6625
tulips,137.60471495225693,36.82229734709647,0.4122178819444444,320,213,1.5023474178403755
tulips,80.41981174045138,49.28827202597673,0.6142578125,180,240,0.75
tulips,141.05951681857638,73.96224342136144,0.2922092013888889,159,240,0.6625
tulips,78.42415147569444,49.58721064553718,0.24251302083333334,500,333,1.5015015015015014
tulips,142.53073253038193,71.9384387007425,0.4203559027777778,500,331,1.5105740181268883
tulips,125.59998893229165,40.67113838514622,0.3419053819444444,240,240,1.0
tulips,67.17126822916666,58.76451033007452,0.2017144097222222,500,333,1.5015015015015014
tulips,95.2887687717014,63.590085130234485,0.2924262152777778,320,213,1.5023474178403755
